,Start Time,End Time,Trip Duration,Start Station,End Station,User Type
834447,4/15/2017 8:16,4/15/2017 9:17,3642.974,Maine Ave & 7th St SW,12th St & Pennsylvania Ave SE,Customer
1251717,5/22/2017 10:52,5/22/2017 11:04,723.413,15th & L St NW,14th & V St NW,Subscriber
259265,2/13/2017 4:55,2/13/2017 4:59,284.166,15th & P St NW,17th & K St NW,Subscriber
1460994,6/9/2017 4:11,6/9/2017 4:25,829.045,Washington & Independence Ave SW/HHS,Potomac & Pennsylvania Ave SE,Subscriber
1582997,6/18/2017 8:11,6/18/2017 8:19,482.675,14th & R St NW,New Hampshire Ave & T St NW,Subscriber
1171246,5/16/2017 6:03,5/16/2017 6:32,1758.317,Columbia Rd & Belmont St NW,Hains Point/Buckeye & Ohio Dr SW,Subscriber
600105,3/27/2017 10:23,3/27/2017 10:29,314.097,21st St & Pennsylvania Ave NW,Massachusetts Ave & Dupont Circle NW,Subscriber
1282227,5/26/2017 1:30,5/26/2017 1:39,534.073,Henry Bacon Dr & Lincoln Memorial Circle NW,22nd & I St NW / Foggy Bottom,Subscriber
236924,2/9/2017 7:50,2/9/2017 8:01,686.381,Park Rd & Holmead Pl NW,20th & O St NW / Dupont South,Subscriber
410128,3/2/2017 1:01,3/2/2017 1:15,865.839,18th & R St NW,10th & Florida Ave NW,Subscriber
517111,3/18/2017 12:26,3/18/2017 12:46,1244.458,New Hampshire Ave & T St NW,Columbia Rd & Georgia Ave NW,Customer
64864,1/13/2017 17:40,1/13/2017 17:57,1025.342,20th St & Florida Ave NW,14th St & Spring Rd NW,Subscriber
4500,1/2/2017 12:03,1/2/2017 12:08,303.735,15th & P St NW,10th & K St NW,Subscriber
587925,3/25/2017 18:08,3/25/2017 18:40,1966.616,10th & U St NW,21st & M St NW,Customer
770851,4/11/2017 7:10,4/11/2017 7:31,1260.04,Jefferson Memorial,31st & Water St NW,Customer
1747244,6/30/2017 8:44,6/30/2017 8:56,754.675,1st & M St NE,13th St & New York Ave NW,Subscriber
1409212,6/5/2017 5:16,6/5/2017 5:24,444.958,5th & K St NW,3rd & H St NE,Subscriber
1150518,5/14/2017 10:18,5/14/2017 10:30,736.434,New Hampshire Ave & T St NW,Lamont & Mt Pleasant NW,Subscriber
563508,3/23/2017 17:58,3/23/2017 18:03,324.922,14th & R St NW,14th & Belmont St NW,Subscriber
1535981,6/14/2017 10:54,6/14/2017 11:28,2004.682,17th St & Massachusetts Ave NW,17th St & Massachusetts Ave NW,Subscriber
865330,4/18/2017 2:31,4/18/2017 5:22,10260.604,19th St & Constitution Ave NW,Jefferson Memorial,Customer
1424768,6/6/2017 7:15,6/6/2017 7:42,1621.855,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Jefferson Dr & 14th St SW,Customer
1579519,6/18/2017 3:44,6/18/2017 4:21,2207.017,Potomac Greens Dr & Slaters Ln,Crystal City Metro / 18th & Bell St,Subscriber
787818,4/12/2017 8:12,4/12/2017 8:28,989.005,Florida Ave & R St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
627920,3/29/2017 17:29,3/29/2017 18:24,3305.416,Columbus Circle / Union Station,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Customer
1241607,5/21/2017 11:14,5/21/2017 11:15,100.508,11th & O St NW,8th & O St NW,Subscriber
513329,3/17/2017 17:53,3/17/2017 17:56,170.099,3rd & Elm St NW,10th & U St NW,Subscriber
879873,4/19/2017 4:17,4/19/2017 4:42,1481.374,Henry Bacon Dr & Lincoln Memorial Circle NW,Lincoln Memorial,Customer
1556432,6/16/2017 6:18,6/16/2017 6:27,505.797,Massachusetts Ave & Dupont Circle NW,10th & U St NW,Customer
1332694,5/30/2017 5:08,5/30/2017 5:21,759.836,Wisconsin Ave & O St NW,20th & O St NW / Dupont South,Customer
1290528,5/26/2017 8:15,5/26/2017 8:32,1034.354,Constitution Ave & 2nd St NW/DOL,Columbus Circle / Union Station,Customer
1146496,5/14/2017 5:33,5/14/2017 5:41,470.417,10th St & Constitution Ave NW,L'Enfant Plaza / 7th & C St SW,Subscriber
411486,3/2/2017 8:16,3/2/2017 10:08,6701.33,Columbus Circle / Union Station,Washington & Independence Ave SW/HHS,Customer
1502316,6/12/2017 5:21,6/12/2017 5:37,1009.745,8th & D St NW,Eckington Pl & Q St NE,Subscriber
1028964,5/2/2017 6:17,5/2/2017 6:21,238.205,Montgomery Ave & Waverly St ,Cordell & Norfolk Ave,Subscriber
1747409,6/30/2017 8:48,6/30/2017 9:18,1796.201,C & O Canal & Wisconsin Ave NW,13th St & New York Ave NW,Subscriber
203034,2/5/2017 11:18,2/5/2017 11:47,1736.792,16th & Harvard St NW,10th & K St NW,Customer
584348,3/25/2017 15:36,3/25/2017 16:25,2915.49,California St & Florida Ave NW,East Falls Church Metro/Sycamore St & 19th St N,Subscriber
1427334,6/6/2017 8:24,6/6/2017 8:33,508.799,Hains Point/Buckeye & Ohio Dr SW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Subscriber
1634473,6/22/2017 8:24,6/22/2017 8:29,341.778,11th & O St NW,15th & P St NW,Subscriber
3498,1/1/2017 18:27,1/1/2017 18:37,602.923,8th & East Capitol St NE,1st & M St NE,Customer
213278,2/6/2017 17:40,2/6/2017 17:52,737.536,Metro Center / 12th & G St NW,3rd & H St NE,Subscriber
582353,3/25/2017 14:22,3/25/2017 15:55,5621.18,Massachusetts Ave & Dupont Circle NW,17th St & Independence Ave SW,Customer
1718452,6/28/2017 8:12,6/28/2017 8:19,428.781,Adams Mill & Columbia Rd NW,14th & Irving St NW,Subscriber
51978,1/12/2017 9:20,1/12/2017 9:38,1074.648,Bladensburg Rd & Benning Rd NE,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Subscriber
92523,1/19/2017 8:30,1/19/2017 8:47,1019.872,Eastern Market Metro / Pennsylvania Ave & 7th St SE,7th & F St NW/Portrait Gallery,Subscriber
1421355,6/6/2017 5:31,6/6/2017 5:34,161.014,Crystal City Metro / 18th & Bell St,Eads & 22nd St S,Subscriber
824256,4/15/2017 1:09,4/15/2017 2:50,6003.447,Franklin & S Washington St,Franklin & S Washington St,Customer
22341,1/5/2017 19:58,1/5/2017 20:00,135.785,19th & K St NW,18th & M St NW,Subscriber
1294749,5/26/2017 12:14,5/26/2017 12:21,409.879,Fairfax Dr & Wilson Blvd,Wilson Blvd & N Quincy St,Subscriber
462661,3/8/2017 21:22,3/8/2017 21:39,1040.8,14th St & Spring Rd NW,Convention Center / 7th & M St NW,Subscriber
430715,3/5/2017 9:41,3/5/2017 9:47,308.208,18th St & Wyoming Ave NW,Massachusetts Ave & Dupont Circle NW,Subscriber
1456303,6/8/2017 10:18,6/8/2017 10:31,750.642,Union Market/6th St & Neal Pl NE,M St & Delaware Ave NE,Customer
1312994,5/28/2017 9:20,5/28/2017 1:22,14505.193,Washington & Independence Ave SW/HHS,C & O Canal & Wisconsin Ave NW,Customer
1096522,5/9/2017 2:08,5/9/2017 2:17,540.666,Nannie Helen Burroughs Ave & 49th St NE,Minnesota Ave Metro/DOES,Subscriber
1447110,6/8/2017 5:03,6/8/2017 5:20,1005.529,13th St & New York Ave NW,22nd & P ST NW,Subscriber
1684740,6/26/2017 6:03,6/26/2017 6:11,514.307,14th & Irving St NW,14th & Belmont St NW,Subscriber
384945,2/26/2017 22:37,2/26/2017 22:58,1236.26,1st & Rhode Island Ave NW,11th & M St NW,Customer
167145,1/31/2017 6:03,1/31/2017 6:20,988.371,New Jersey Ave & N St NW/Dunbar HS,19th & G St NW,Subscriber
517344,3/18/2017 12:45,3/18/2017 13:18,1963.374,Constitution Ave & 2nd St NW/DOL,M St & Pennsylvania Ave NW,Customer
1022840,5/1/2017 11:34,5/1/2017 12:00,1549.648,18th & M St NW,Independence Ave & L'Enfant Plaza SW/DOE,Customer
295198,2/18/2017 10:30,2/18/2017 10:39,534.545,Adams Mill & Columbia Rd NW,17th & Rhode Island Ave NW,Subscriber
178504,2/1/2017 13:46,2/1/2017 13:59,801.074,Smithsonian-National Mall / Jefferson Dr & 12th St SW,New Jersey Ave & N St NW/Dunbar HS,Subscriber
439373,3/6/2017 15:27,3/6/2017 15:47,1222.129,Washington & Independence Ave SW/HHS,14th & Rhode Island Ave NW,Subscriber
388005,2/27/2017 12:18,2/27/2017 12:26,470.747,21st & M St NW,New York Ave & 15th St NW,Subscriber
312169,2/19/2017 15:26,2/19/2017 16:05,2340.091,Constitution Ave & 2nd St NW/DOL,C & O Canal & Wisconsin Ave NW,Subscriber
1602402,6/20/2017 6:11,6/20/2017 6:35,1433.028,11th & H St NE,14th & Belmont St NW,Subscriber
1065550,5/5/2017 6:13,5/5/2017 6:22,509.145,North Capitol St & G Pl NE,5th & F St NW,Subscriber
187410,2/2/2017 16:09,2/2/2017 16:35,1529.887,Wisconsin Ave & O St NW,Lynn & 19th St North,Customer
1740224,6/30/2017 4:13,6/30/2017 4:23,630.896,11th & M St NW,Florida Ave & R St NW,Subscriber
1075815,5/7/2017 2:00,5/7/2017 2:44,2620.24,17th & K St NW,17th & K St NW,Customer
1668802,6/25/2017 3:19,6/25/2017 3:25,376.544,14th & Harvard St NW,Columbia & Ontario Rd NW,Subscriber
271791,2/14/2017 18:45,2/14/2017 18:51,354.106,11th & O St NW,15th & P St NW,Subscriber
789558,4/12/2017 9:08,4/12/2017 9:29,1256.326,Lincoln Memorial,Jefferson Dr & 14th St SW,Customer
841435,4/16/2017 1:26,4/16/2017 1:42,906.25,Constitution Ave & 2nd St NW/DOL,14th & G St NW,Customer
798307,4/13/2017 6:05,4/13/2017 6:33,1654.179,Wilson Blvd & N Uhle St,Columbia Rd & Belmont St NW,Subscriber
687217,4/4/2017 6:33,4/4/2017 6:41,511.32,New Jersey Ave & R St NW,15th & P St NW,Subscriber
800140,4/13/2017 7:02,4/13/2017 7:22,1223.707,Jefferson Memorial,23rd & Crystal Dr,Customer
1528619,6/14/2017 6:09,6/14/2017 6:33,1450.059,Lincoln Memorial,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
1005048,4/30/2017 6:05,4/30/2017 6:22,1034.258,Henry Bacon Dr & Lincoln Memorial Circle NW,18th & R St NW,Customer
742078,4/9/2017 6:13,4/9/2017 6:16,227.709,Eastern Market Metro / Pennsylvania Ave & 7th St SE,12th St & Pennsylvania Ave SE,Subscriber
684973,4/4/2017 5:19,4/4/2017 5:33,857.604,22nd St & Constitution Ave NW,Independence Ave & L'Enfant Plaza SW/DOE,Subscriber
302123,2/18/2017 16:58,2/18/2017 17:05,422.526,14th & Harvard St NW,17th & Corcoran St NW,Subscriber
1711949,6/28/2017 5:02,6/28/2017 5:26,1440.881,12th & L St NW,Lynn & 19th St North,Subscriber
1106722,5/9/2017 10:12,5/9/2017 10:35,1367.406,Maine Ave & 7th St SW,D St & Maryland Ave NE,Subscriber
37091,1/10/2017 7:07,1/10/2017 7:22,897.949,Columbia Rd & Belmont St NW,18th St & Pennsylvania Ave NW,Subscriber
288145,2/17/2017 8:35,2/17/2017 8:41,374.835,13th & D St NE,6th & H St NE,Subscriber
1649831,6/23/2017 10:53,6/23/2017 11:05,703.121,Connecticut Ave & R St NW,Connecticut Ave & R St NW,Customer
548424,3/21/2017 21:17,3/21/2017 21:36,1110.688,17th St & Massachusetts Ave NW,39th & Calvert St NW / Stoddert,Subscriber
999998,4/30/2017 1:38,4/30/2017 1:55,979.891,Wisconsin Ave & O St NW,14th & R St NW,Subscriber
867975,4/18/2017 5:16,4/18/2017 5:32,959.544,Wilson Blvd & N Quincy St,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,Subscriber
1462837,6/9/2017 5:28,6/9/2017 7:10,6117.549,Henry Bacon Dr & Lincoln Memorial Circle NW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
508487,3/17/2017 7:53,3/17/2017 7:58,308.51,14th & R St NW,15th & K St NW,Subscriber
1104078,5/9/2017 8:11,5/9/2017 8:16,274.519,North Capitol St & F St NW,5th & F St NW,Subscriber
750562,4/10/2017 2:45,4/10/2017 2:52,390.416,19th & K St NW,25th St & Pennsylvania Ave NW,Subscriber
389741,2/27/2017 16:43,2/27/2017 17:11,1667.385,14th & G St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
464685,3/9/2017 8:07,3/9/2017 8:10,208.556,New Hampshire Ave & T St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
171518,1/31/2017 16:57,1/31/2017 17:18,1280.23,21st & M St NW,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,Subscriber
1450025,6/8/2017 6:34,6/8/2017 6:54,1149.685,Fort Totten Metro,Fort Totten Metro,Subscriber
1292775,5/26/2017 9:51,5/26/2017 10:06,927.979,16th & R St NW,14th & Irving St NW,Subscriber
1059970,5/4/2017 9:54,5/4/2017 10:35,2443.305,21st & I St NW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
682046,4/4/2017 2:02,4/4/2017 2:22,1248.397,4th & D St NW / Judiciary Square,17th & Corcoran St NW,Subscriber
471782,3/9/2017 17:31,3/9/2017 17:41,572.926,14th & G St NW,Constitution Ave & 2nd St NW/DOL,Subscriber
1232339,5/20/2017 12:57,5/20/2017 2:49,6713.23,Jefferson Memorial,37th & O St NW / Georgetown University,Customer
929907,4/23/2017 12:12,4/23/2017 12:35,1394.679,14th & D St NW / Ronald Reagan Building,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
948805,4/26/2017 6:06,4/26/2017 6:20,803.939,Metro Center / 12th & G St NW,16th & R St NW,Subscriber
1129809,5/12/2017 8:24,5/12/2017 8:30,356.071,16th & R St NW,10th & U St NW,Subscriber
577418,3/25/2017 11:03,3/25/2017 11:12,521.168,North Capitol St & F St NW,7th & F St NW/Portrait Gallery,Customer
1152851,5/14/2017 12:23,5/14/2017 12:36,781.291,1st & N St  SE,Maine Ave & 7th St SW,Subscriber
578978,3/25/2017 12:13,3/25/2017 12:30,1032.422,17th & Corcoran St NW,31st & Water St NW,Subscriber
978422,4/28/2017 7:45,4/28/2017 8:04,1128.87,Lamont & Mt Pleasant NW,New York Ave & 15th St NW,Subscriber
1335683,5/30/2017 6:59,5/30/2017 7:01,167.832,11th & S St NW,11th & O St NW,Subscriber
978671,4/28/2017 7:53,4/28/2017 8:12,1141.938,Columbia & Ontario Rd NW,21st & I St NW,Subscriber
807893,4/13/2017 12:59,4/13/2017 1:34,2138.021,17th St & Independence Ave SW,8th & D St NW,Customer
1495205,6/11/2017 9:14,6/11/2017 9:19,263.068,C & O Canal & Wisconsin Ave NW,34th & Water St NW,Subscriber
1576656,6/17/2017 12:51,6/17/2017 1:17,1559.584,Jefferson Dr & 14th St SW,Georgetown Harbor / 30th St NW,Customer
847308,4/16/2017 6:50,4/16/2017 6:55,269.732,New Jersey Ave & R St NW,14th & R St NW,Subscriber
1517893,6/13/2017 7:20,6/13/2017 7:26,375.19,Lincoln Park / 13th & East Capitol St NE ,3rd St & Pennsylvania Ave SE,Subscriber
269328,2/14/2017 15:41,2/14/2017 15:51,594.108,Iwo Jima Memorial/N Meade & 14th St N,37th & O St NW / Georgetown University,Subscriber
360182,2/24/2017 9:10,2/24/2017 9:27,984.804,Columbus Circle / Union Station,15th & L St NW,Subscriber
230617,2/8/2017 14:28,2/8/2017 14:37,548.503,Clarendon Blvd & Pierce St,Clarendon Metro / Wilson Blvd & N Highland St,Subscriber
1284299,5/26/2017 3:29,5/26/2017 3:38,543.623,Neal St & Trinidad Ave NE,Columbus Circle / Union Station,Subscriber
466636,3/9/2017 10:33,3/9/2017 10:46,766.406,New Jersey Ave & L St NW,16th & K St NW,Subscriber
51738,1/12/2017 8:58,1/12/2017 9:13,861.818,Georgia Ave and Fairmont St NW,10th & K St NW,Subscriber
207787,2/6/2017 6:50,2/6/2017 7:10,1212.684,15th St & Massachusetts Ave SE,17th & G St NW,Subscriber
125786,1/24/2017 19:16,1/24/2017 19:35,1154.148,Lynn & 19th St North,10th & K St NW,Subscriber
794128,4/13/2017 3:04,4/13/2017 3:14,597.676,Washington & Independence Ave SW/HHS,4th St & Madison Dr NW,Customer
579520,3/25/2017 12:36,3/25/2017 13:03,1648.121,14th St & Spring Rd NW,6th & H St NE,Subscriber
1231105,5/20/2017 12:00,5/20/2017 12:07,444.339,23rd & E St NW ,21st & M St NW,Subscriber
1280856,5/25/2017 10:55,5/25/2017 11:23,1662.213,Constitution Ave & 2nd St NW/DOL,Constitution Ave & 2nd St NW/DOL,Customer
119154,1/23/2017 20:21,1/23/2017 20:25,253.783,North Capitol St & F St NW,5th St & Massachusetts Ave NW,Subscriber
1460180,6/9/2017 3:19,6/9/2017 3:32,770.126,Columbia Rd & Georgia Ave NW,Harvard St & Adams Mill Rd NW,Subscriber
1381593,6/3/2017 2:00,6/3/2017 2:05,276.06,Constitution Ave & 2nd St NW/DOL,4th St & Madison Dr NW,Subscriber
181132,2/1/2017 18:16,2/1/2017 18:25,582.847,Eastern Market Metro / Pennsylvania Ave & 7th St SE,D St & Maryland Ave NE,Subscriber
1116274,5/10/2017 7:41,5/10/2017 8:02,1253.968,Iwo Jima Memorial/N Meade & 14th St N,Lincoln Memorial,Customer
1135171,5/13/2017 4:19,5/13/2017 4:25,354.027,4th & East Capitol St NE,Lincoln Park / 13th & East Capitol St NE ,Subscriber
135274,1/25/2017 20:45,1/25/2017 20:54,557.956,7th & F St NW/Portrait Gallery,2nd & G St NE,Subscriber
944440,4/25/2017 12:54,4/25/2017 12:59,296.083,15th & P St NW,14th & V St NW,Subscriber
1739836,6/30/2017 3:49,6/30/2017 4:01,689.309,10th St & Constitution Ave NW,Columbus Circle / Union Station,Subscriber
1632000,6/22/2017 7:10,6/22/2017 7:24,854.037,20th & E St NW,8th & H St NW,Subscriber
255666,2/12/2017 12:15,2/12/2017 12:17,149.316,11th & S St NW,11th & O St NW,Subscriber
1206665,5/19/2017 3:11,5/19/2017 3:19,481.665,Columbia & Ontario Rd NW,Massachusetts Ave & Dupont Circle NW,Subscriber
999965,4/30/2017 1:37,4/30/2017 1:58,1294.622,Virginia Square Metro / N Monroe St & 9th St N,18th & C St NW,Subscriber
387978,2/27/2017 12:14,2/27/2017 12:22,493.599,L'Enfant Plaza / 7th & C St SW,4th & D St NW / Judiciary Square,Subscriber
882735,4/19/2017 6:20,4/19/2017 6:25,293.935,1st & D St SE,M St & New Jersey Ave SE,Subscriber
1117571,5/10/2017 8:22,5/10/2017 8:29,420.128,18th & R St NW,20th & O St NW / Dupont South,Subscriber
755525,4/10/2017 6:28,4/10/2017 6:38,545.348,17th & K St NW / Farragut Square,11th & O St NW,Subscriber
1381154,6/3/2017 1:41,6/3/2017 3:46,7504.901,Jefferson Dr & 14th St SW,5th St & Massachusetts Ave NW,Customer
1053532,5/4/2017 5:35,5/4/2017 5:44,519.679,M St & New Jersey Ave SE,4th & East Capitol St NE,Subscriber
17102,1/5/2017 7:19,1/5/2017 7:28,517.439,5th & F St NW,2nd St & Massachusetts Ave NE,Subscriber
1747357,6/30/2017 8:47,6/30/2017 9:06,1128.127,D St & Maryland Ave NE,4th St & Madison Dr NW,Subscriber
651379,4/1/2017 5:47,4/1/2017 8:47,10798.285,King St & Patrick St,King St & Patrick St,Customer
825826,4/15/2017 2:11,4/15/2017 2:27,945.17,11th & M St NW,M St & Pennsylvania Ave NW,Customer
1318341,5/29/2017 2:00,5/29/2017 2:15,894.877,15th & East Capitol St NE,New York Ave & Hecht Ave NE,Subscriber
1423654,6/6/2017 6:39,6/6/2017 6:52,803.166,USDA / 12th & Independence Ave SW,11th & M St NW,Subscriber
1362551,6/1/2017 8:41,6/1/2017 8:51,586.244,New Jersey Ave & N St NW/Dunbar HS,15th & K St NW,Subscriber
866519,4/18/2017 4:08,4/18/2017 4:16,480.142,14th & Irving St NW,Park Rd & Holmead Pl NW,Subscriber
798442,4/13/2017 6:09,4/13/2017 6:25,940.004,8th & East Capitol St NE,6th St & Indiana Ave NW,Subscriber
911313,4/21/2017 8:38,4/21/2017 8:46,481.515,Wilson Blvd & N Illinois St ,Ballston Metro / N Stuart & 9th St N,Subscriber
271212,2/14/2017 18:05,2/14/2017 18:18,807.942,15th & East Capitol St NE,Constitution Ave & 2nd St NW/DOL,Subscriber
458128,3/8/2017 16:03,3/8/2017 16:23,1229.599,Lincoln Memorial,4th St & Madison Dr NW,Customer
82079,1/17/2017 17:44,1/17/2017 17:58,839.924,1st & M St NE,15th St & Massachusetts Ave SE,Subscriber
32724,1/9/2017 7:50,1/9/2017 7:58,482.081,1st & O St NW,Convention Center / 7th & M St NW,Subscriber
1301192,5/27/2017 7:19,5/27/2017 7:35,953.819,3rd & Tingey St SE,Maine Ave & 7th St SW,Customer
387909,2/27/2017 12:03,2/27/2017 12:14,641.763,15th & K St NW,14th & V St NW,Subscriber
1288910,5/26/2017 7:12,5/26/2017 7:22,596.54,Arlington Blvd & N Queen St,C & O Canal & Wisconsin Ave NW,Subscriber
198363,2/4/2017 11:46,2/4/2017 11:57,650.884,9th & Upshur St NW,14th & Belmont St NW,Subscriber
168086,1/31/2017 8:09,1/31/2017 8:18,498.481,11th & S St NW,14th & L St NW,Subscriber
193445,2/3/2017 12:10,2/3/2017 12:24,850.992,19th & L St NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Subscriber
865931,4/18/2017 3:25,4/18/2017 5:22,7031.189,Jefferson Memorial,Jefferson Memorial,Customer
1539432,6/15/2017 4:15,6/15/2017 4:31,954.417,15th & F St NE,4th & C St SW,Subscriber
219305,2/7/2017 12:06,2/7/2017 12:14,479.923,M St & Pennsylvania Ave NW,19th & E Street NW,Subscriber
1641718,6/23/2017 4:52,6/23/2017 4:55,181.004,3rd St & Pennsylvania Ave SE,2nd St & Massachusetts Ave NE,Subscriber
249763,2/11/2017 12:43,2/11/2017 12:57,859.729,Massachusetts Ave & Dupont Circle NW,7th & T St NW,Subscriber
733923,4/8/2017 12:51,4/8/2017 1:25,2055.052,3rd St & Pennsylvania Ave SE,8th & F St NW,Customer
1571481,6/17/2017 8:30,6/17/2017 8:36,384.847,15th & W St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
1325049,5/29/2017 8:09,5/29/2017 8:20,662.33,M St & Pennsylvania Ave NW,22nd & P ST NW,Customer
415788,3/2/2017 17:36,3/2/2017 17:55,1119.233,4th St & Madison Dr NW,19th St & Pennsylvania Ave NW,Customer
47348,1/11/2017 17:15,1/11/2017 17:37,1327.691,Thomas Circle,1st & M St NE,Subscriber
1016975,5/1/2017 6:01,5/1/2017 6:13,745.726,Constitution Ave & 2nd St NW/DOL,Jefferson Dr & 14th St SW,Subscriber
1547691,6/15/2017 8:55,6/15/2017 9:15,1200.992,Lincoln Memorial,Washington & Independence Ave SW/HHS,Customer
1110248,5/10/2017 4:03,5/10/2017 4:04,64.737,M St & New Jersey Ave SE,3rd & Tingey St SE,Subscriber
1642129,6/23/2017 5:10,6/23/2017 5:29,1094.155,Potomac Ave & 35th St S,20th & Crystal Dr,Subscriber
1502539,6/12/2017 5:29,6/12/2017 5:39,624.795,Calvert & Biltmore St NW,18th St & Wyoming Ave NW,Customer
1350127,5/31/2017 9:31,5/31/2017 9:47,978.031,Wisconsin Ave & O St NW,5th St & Massachusetts Ave NW,Subscriber
243695,2/10/2017 10:51,2/10/2017 10:57,353.189,New Hampshire Ave & T St NW,7th & T St NW,Subscriber
1618024,6/21/2017 7:04,6/21/2017 7:13,584.947,Wilson Blvd & N Illinois St ,Ballston Metro / N Stuart & 9th St N,Subscriber
1309953,5/28/2017 5:30,5/28/2017 5:45,906.68,Metro Center / 12th & G St NW,16th & R St NW,Subscriber
760848,4/10/2017 10:11,4/10/2017 10:13,104.278,21st & M St NW,20th & O St NW / Dupont South,Subscriber
949488,4/26/2017 6:28,4/26/2017 6:34,341.986,7th & R St NW / Shaw Library,14th & Rhode Island Ave NW,Subscriber
912636,4/21/2017 9:37,4/21/2017 9:57,1227.66,20th & E St NW,Jefferson Memorial,Subscriber
992151,4/29/2017 7:36,4/29/2017 7:54,1058.664,New Hampshire Ave & 24th St NW,11th & S St NW,Subscriber
939026,4/25/2017 6:06,4/25/2017 6:26,1151.669,8th & D St NW,14th & R St NW,Subscriber
804639,4/13/2017 9:20,4/13/2017 9:23,183.188,6th & K St NE,M St & Delaware Ave NE,Subscriber
678738,4/3/2017 8:47,4/3/2017 9:02,885.866,North Capitol St & G Pl NE,17th & K St NW / Farragut Square,Subscriber
481571,3/10/2017 23:51,3/10/2017 23:55,230.768,Park Rd & Holmead Pl NW,Lamont & Mt Pleasant NW,Subscriber
